Date,ATM_ID,Event_Type,Event_Detail,Amount,Status,Response_Time(mins)
17-11-2023,ATM_8,Cash Replenishment,Successful Transaction,,Completed,40
17-11-2023,ATM_8,Error,Card Reader Error,321.1273954,Pending,44
17-11-2023,ATM_8,Transaction,Successful Transaction,2456.300925,Pending,43
17-11-2023,ATM_9,Maintenance,Dispensing Error,3082.070124,Failed,32
17-11-2023,ATM_9,Cash Replenishment,Routine Maintenance,,Failed,45
17-11-2023,ATM_9,Error,Cash Loaded,,Pending,53
17-11-2023,ATM_9,Cash Replenishment,Dispensing Error,4513.414197,Failed,28
17-11-2023,ATM_10,Transaction,Successful Transaction,243.5117559,Failed,14
17-11-2023,ATM_10,Maintenance,Cash Loaded,3344.476921,Failed,27
17-11-2023,ATM_10,Cash Replenishment,Cash Loaded,3498.224861,Failed,60
17-11-2023,ATM_10,Error,Dispensing Error,564.1001345,Failed,40
17-11-2023,ATM_10,Transaction,Dispensing Error,,Pending,53
18-11-2023,ATM_1,Maintenance,Dispensing Error,,Failed,56
18-11-2023,ATM_1,Error,Routine Maintenance,550.49959,Pending,7
18-11-2023,ATM_1,Transaction,Cash Loaded,,Pending,27
18-11-2023,ATM_2,Cash Replenishment,Cash Loaded,,Failed,16
18-11-2023,ATM_2,Error,Card Reader Error,,Pending,28
18-11-2023,ATM_2,Maintenance,Dispensing Error,1198.206755,Failed,10
18-11-2023,ATM_2,Error,Card Reader Error,4914.679491,Completed,57
18-11-2023,ATM_3,Error,Successful Transaction,,Failed,59
18-11-2023,ATM_3,Maintenance,Dispensing Error,,Pending,52
18-11-2023,ATM_3,Cash Replenishment,Successful Transaction,,Failed,6
18-11-2023,ATM_3,Error,Routine Maintenance,,Failed,48
18-11-2023,ATM_4,Cash Replenishment,Cash Loaded,,Completed,41
18-11-2023,ATM_5,Maintenance,Card Reader Error,1282.627709,Failed,59
18-11-2023,ATM_5,Cash Replenishment,Card Reader Error,1320.850554,Failed,59
18-11-2023,ATM_6,Cash Replenishment,Successful Transaction,,Pending,43
18-11-2023,ATM_6,Maintenance,Routine Maintenance,,Completed,60
18-11-2023,ATM_6,Cash Replenishment,Cash Loaded,,Pending,39
18-11-2023,ATM_6,Maintenance,Cash Loaded,2847.43886,Failed,43
18-11-2023,ATM_7,Maintenance,Routine Maintenance,1475.645515,Completed,49
18-11-2023,ATM_8,Cash Replenishment,Successful Transaction,3485.579582,Completed,29
18-11-2023,ATM_9,Cash Replenishment,Card Reader Error,,Pending,15
18-11-2023,ATM_9,Maintenance,Dispensing Error,,Completed,33
18-11-2023,ATM_9,Cash Replenishment,Card Reader Error,,Completed,39
18-11-2023,ATM_9,Cash Replenishment,Dispensing Error,971.3711818,Failed,53
18-11-2023,ATM_10,Transaction,Cash Loaded,,Pending,48
18-11-2023,ATM_10,Cash Replenishment,Successful Transaction,,Completed,55
18-11-2023,ATM_10,Maintenance,Successful Transaction,,Pending,44
18-11-2023,ATM_10,Cash Replenishment,Routine Maintenance,,Failed,53
18-11-2023,ATM_10,Error,Successful Transaction,,Pending,38
19-11-2023,ATM_1,Cash Replenishment,Card Reader Error,3004.833155,Failed,30
19-11-2023,ATM_1,Error,Successful Transaction,,Failed,39
19-11-2023,ATM_1,Transaction,Successful Transaction,,Pending,7
19-11-2023,ATM_2,Transaction,Cash Loaded,,Pending,30
19-11-2023,ATM_2,Cash Replenishment,Routine Maintenance,,Pending,25
19-11-2023,ATM_2,Error,Successful Transaction,,Completed,8
19-11-2023,ATM_2,Error,Successful Transaction,3128.696346,Pending,43
19-11-2023,ATM_3,Cash Replenishment,Routine Maintenance,3816.635427,Completed,22
19-11-2023,ATM_3,Transaction,Successful Transaction,145.6271254,Completed,21
19-11-2023,ATM_3,Maintenance,Routine Maintenance,,Completed,39
19-11-2023,ATM_3,Cash Replenishment,Dispensing Error,4828.622393,Completed,24
19-11-2023,ATM_4,Maintenance,Routine Maintenance,2272.296146,Failed,17
19-11-2023,ATM_5,Cash Replenishment,Card Reader Error,4532.78121,Failed,47
19-11-2023,ATM_6,Transaction,Routine Maintenance,1942.23795,Failed,37
19-11-2023,ATM_6,Error,Successful Transaction,113.1628515,Pending,41
19-11-2023,ATM_6,Cash Replenishment,Cash Loaded,3478.547644,Completed,22
19-11-2023,ATM_7,Cash Replenishment,Dispensing Error,3058.84864,Pending,41
19-11-2023,ATM_7,Maintenance,Successful Transaction,,Failed,33
19-11-2023,ATM_7,Maintenance,Successful Transaction,3147.048794,Failed,18
19-11-2023,ATM_7,Cash Replenishment,Dispensing Error,3622.697504,Pending,10
19-11-2023,ATM_7,Maintenance,Successful Transaction,1053.66209,Pending,44
19-11-2023,ATM_8,Cash Replenishment,Card Reader Error,933.4651984,Failed,21
19-11-2023,ATM_8,Error,Cash Loaded,821.2357876,Completed,16
19-11-2023,ATM_8,Cash Replenishment,Successful Transaction,3994.772385,Completed,41
19-11-2023,ATM_8,Cash Replenishment,Dispensing Error,,Completed,51
19-11-2023,ATM_9,Error,Card Reader Error,,Completed,35
19-11-2023,ATM_9,Transaction,Card Reader Error,945.8699288,Failed,7
19-11-2023,ATM_9,Cash Replenishment,Card Reader Error,,Completed,7
19-11-2023,ATM_10,Transaction,Card Reader Error,,Failed,18
19-11-2023,ATM_10,Transaction,Card Reader Error,,Pending,25
19-11-2023,ATM_10,Transaction,Cash Loaded,,Failed,55
19-11-2023,ATM_10,Transaction,Card Reader Error,,Completed,17
20-11-2023,ATM_1,Error,Dispensing Error,,Pending,22
20-11-2023,ATM_1,Maintenance,Card Reader Error,,Pending,28
20-11-2023,ATM_1,Maintenance,Routine Maintenance,3052.764256,Pending,30
20-11-2023,ATM_2,Error,Cash Loaded,,Pending,6
20-11-2023,ATM_2,Error,Successful Transaction,1805.636648,Failed,38
20-11-2023,ATM_2,Maintenance,Successful Transaction,1595.945013,Completed,9
20-11-2023,ATM_3,Maintenance,Successful Transaction,,Completed,34
20-11-2023,ATM_3,Error,Dispensing Error,,Completed,34
20-11-2023,ATM_3,Maintenance,Successful Transaction,,Failed,38
20-11-2023,ATM_3,Error,Card Reader Error,3301.013122,Completed,22
20-11-2023,ATM_4,Maintenance,Routine Maintenance,520.3069045,Pending,12
20-11-2023,ATM_4,Maintenance,Successful Transaction,,Pending,36
20-11-2023,ATM_4,Cash Replenishment,Routine Maintenance,2240.663836,Pending,20
20-11-2023,ATM_5,Maintenance,Card Reader Error,767.975702,Pending,56
20-11-2023,ATM_5,Maintenance,Routine Maintenance,,Failed,43
20-11-2023,ATM_5,Maintenance,Cash Loaded,,Completed,5
20-11-2023,ATM_5,Maintenance,Successful Transaction,4216.228323,Failed,44
20-11-2023,ATM_6,Maintenance,Card Reader Error,,Failed,44
20-11-2023,ATM_6,Transaction,Card Reader Error,,Pending,14
20-11-2023,ATM_6,Transaction,Card Reader Error,2985.186181,Pending,14
20-11-2023,ATM_7,Maintenance,Card Reader Error,868.9463984,Completed,23
20-11-2023,ATM_7,Transaction,Successful Transaction,2231.883868,Failed,52
20-11-2023,ATM_8,Transaction,Card Reader Error,670.7059811,Pending,45
20-11-2023,ATM_9,Cash Replenishment,Successful Transaction,,Pending,27
20-11-2023,ATM_9,Cash Replenishment,Dispensing Error,3382.440379,Completed,59
20-11-2023,ATM_9,Error,Dispensing Error,,Completed,15
20-11-2023,ATM_9,Transaction,Card Reader Error,4368.270109,Failed,43
20-11-2023,ATM_9,Error,Card Reader Error,2173.373961,Pending,56
20-11-2023,ATM_10,Cash Replenishment,Card Reader Error,,Completed,27
20-11-2023,ATM_10,Transaction,Successful Transaction,,Pending,5
21-11-2023,ATM_1,Transaction,Dispensing Error,1963.934633,Completed,47
21-11-2023,ATM_1,Cash Replenishment,Cash Loaded,1094.279802,Pending,35
21-11-2023,ATM_1,Maintenance,Dispensing Error,3545.646518,Pending,46
21-11-2023,ATM_2,Transaction,Dispensing Error,,Pending,39
21-11-2023,ATM_2,Transaction,Routine Maintenance,3529.787226,Completed,33
21-11-2023,ATM_2,Transaction,Card Reader Error,,Pending,59
21-11-2023,ATM_2,Error,Card Reader Error,1011.896951,Pending,19
21-11-2023,ATM_3,Error,Dispensing Error,3547.038121,Failed,48
21-11-2023,ATM_4,Transaction,Cash Loaded,,Completed,33
21-11-2023,ATM_4,Transaction,Dispensing Error,4273.380039,Completed,29
21-11-2023,ATM_4,Error,Cash Loaded,,Failed,40
21-11-2023,ATM_4,Transaction,Successful Transaction,4110.288035,Failed,23
21-11-2023,ATM_4,Cash Replenishment,Cash Loaded,,Completed,30
21-11-2023,ATM_5,Maintenance,Cash Loaded,,Pending,37
21-11-2023,ATM_5,Transaction,Dispensing Error,3417.10727,Failed,45
21-11-2023,ATM_5,Transaction,Successful Transaction,4198.214613,Failed,5
21-11-2023,ATM_5,Maintenance,Routine Maintenance,,Failed,19
21-11-2023,ATM_5,Maintenance,Dispensing Error,,Completed,50
21-11-2023,ATM_6,Cash Replenishment,Routine Maintenance,3807.4043,Completed,8
21-11-2023,ATM_6,Error,Cash Loaded,,Failed,6
21-11-2023,ATM_6,Error,Cash Loaded,2584.003432,Pending,13
21-11-2023,ATM_6,Maintenance,Cash Loaded,,Completed,52
21-11-2023,ATM_7,Error,Successful Transaction,,Pending,10
21-11-2023,ATM_7,Error,Routine Maintenance,3626.990984,Failed,53
21-11-2023,ATM_7,Maintenance,Successful Transaction,,Pending,33
21-11-2023,ATM_8,Cash Replenishment,Successful Transaction,,Pending,24
21-11-2023,ATM_8,Cash Replenishment,Card Reader Error,384.7648588,Failed,28
21-11-2023,ATM_8,Maintenance,Routine Maintenance,,Failed,52
21-11-2023,ATM_8,Transaction,Card Reader Error,,Pending,27
21-11-2023,ATM_8,Transaction,Cash Loaded,,Pending,23
21-11-2023,ATM_9,Error,Card Reader Error,,Completed,41
21-11-2023,ATM_9,Cash Replenishment,Successful Transaction,1589.874149,Pending,34
21-11-2023,ATM_9,Error,Successful Transaction,2829.216299,Completed,11
21-11-2023,ATM_9,Cash Replenishment,Successful Transaction,,Failed,8
21-11-2023,ATM_9,Maintenance,Dispensing Error,,Failed,46
21-11-2023,ATM_10,Transaction,Dispensing Error,885.1425286,Failed,32
21-11-2023,ATM_10,Maintenance,Routine Maintenance,4330.873917,Pending,46
21-11-2023,ATM_10,Maintenance,Card Reader Error,4592.576917,Failed,47
22-11-2023,ATM_1,Transaction,Routine Maintenance,,Completed,53
22-11-2023,ATM_1,Maintenance,Cash Loaded,162.8154043,Pending,48
22-11-2023,ATM_1,Cash Replenishment,Card Reader Error,729.708418,Completed,60
22-11-2023,ATM_2,Error,Routine Maintenance,,Pending,48
22-11-2023,ATM_2,Error,Dispensing Error,,Failed,51
22-11-2023,ATM_3,Transaction,Routine Maintenance,4785.146192,Pending,27
22-11-2023,ATM_4,Maintenance,Successful Transaction,4293.305426,Completed,15
22-11-2023,ATM_5,Cash Replenishment,Card Reader Error,,Failed,49
22-11-2023,ATM_5,Maintenance,Dispensing Error,,Completed,50
22-11-2023,ATM_5,Transaction,Cash Loaded,,Pending,29
22-11-2023,ATM_5,Cash Replenishment,Cash Loaded,2639.184906,Failed,41
22-11-2023,ATM_5,Maintenance,Cash Loaded,,Failed,34
22-11-2023,ATM_6,Error,Routine Maintenance,600.7613996,Completed,34
22-11-2023,ATM_6,Maintenance,Routine Maintenance,,Pending,30
22-11-2023,ATM_7,Cash Replenishment,Dispensing Error,,Completed,34
22-11-2023,ATM_8,Error,Cash Loaded,,Pending,52
22-11-2023,ATM_9,Transaction,Card Reader Error,1126.244985,Completed,25
22-11-2023,ATM_9,Maintenance,Dispensing Error,4640.855674,Completed,21
22-11-2023,ATM_10,Transaction,Routine Maintenance,,Completed,23
22-11-2023,ATM_10,Transaction,Routine Maintenance,1168.570021,Failed,25
23-11-2023,ATM_1,Transaction,Routine Maintenance,,Failed,24
23-11-2023,ATM_1,Maintenance,Dispensing Error,2795.692705,Failed,43
23-11-2023,ATM_1,Maintenance,Routine Maintenance,3098.292497,Failed,31
23-11-2023,ATM_1,Error,Card Reader Error,,Completed,33
23-11-2023,ATM_2,Transaction,Successful Transaction,158.6896392,Pending,15
23-11-2023,ATM_2,Error,Card Reader Error,,Failed,13
23-11-2023,ATM_2,Transaction,Cash Loaded,,Pending,36
23-11-2023,ATM_2,Cash Replenishment,Successful Transaction,2895.432371,Pending,20
23-11-2023,ATM_3,Transaction,Routine Maintenance,,Failed,43
23-11-2023,ATM_3,Cash Replenishment,Cash Loaded,479.5097636,Failed,7
23-11-2023,ATM_3,Error,Successful Transaction,137.4380119,Completed,38
23-11-2023,ATM_3,Cash Replenishment,Routine Maintenance,,Failed,39
23-11-2023,ATM_4,Error,Card Reader Error,,Completed,55
23-11-2023,ATM_4,Maintenance,Card Reader Error,1923.518166,Completed,54
23-11-2023,ATM_4,Error,Card Reader Error,665.655296,Completed,11
23-11-2023,ATM_4,Transaction,Card Reader Error,1861.001471,Completed,57
23-11-2023,ATM_5,Error,Cash Loaded,1776.360391,Failed,49
23-11-2023,ATM_5,Transaction,Routine Maintenance,1498.834928,Pending,23
23-11-2023,ATM_5,Error,Routine Maintenance,,Failed,35
23-11-2023,ATM_5,Transaction,Successful Transaction,,Failed,37
23-11-2023,ATM_5,Transaction,Card Reader Error,,Failed,19
23-11-2023,ATM_6,Maintenance,Dispensing Error,4899.339756,Completed,44
23-11-2023,ATM_6,Maintenance,Successful Transaction,,Completed,56
23-11-2023,ATM_6,Cash Replenishment,Dispensing Error,3964.123317,Completed,30
23-11-2023,ATM_7,Cash Replenishment,Cash Loaded,705.4753166,Failed,44
23-11-2023,ATM_7,Error,Routine Maintenance,,Failed,11
23-11-2023,ATM_7,Error,Card Reader Error,352.2706051,Completed,35
23-11-2023,ATM_7,Cash Replenishment,Dispensing Error,1253.464597,Failed,56
23-11-2023,ATM_8,Transaction,Cash Loaded,3119.748098,Pending,28
23-11-2023,ATM_8,Error,Cash Loaded,3572.973217,Completed,27
23-11-2023,ATM_8,Maintenance,Cash Loaded,457.2920925,Completed,23
23-11-2023,ATM_8,Maintenance,Routine Maintenance,883.6103105,Pending,17
23-11-2023,ATM_9,Maintenance,Successful Transaction,2542.581634,Completed,29
23-11-2023,ATM_9,Cash Replenishment,Card Reader Error,2825.898572,Pending,12
23-11-2023,ATM_9,Error,Successful Transaction,,Completed,44
23-11-2023,ATM_9,Error,Routine Maintenance,,Completed,25
23-11-2023,ATM_9,Maintenance,Successful Transaction,3674.99715,Pending,15
23-11-2023,ATM_10,Cash Replenishment,Card Reader Error,,Completed,55
23-11-2023,ATM_10,Error,Dispensing Error,2715.666357,Pending,31
23-11-2023,ATM_10,Error,Successful Transaction,,Failed,43
23-11-2023,ATM_10,Error,Routine Maintenance,3453.87964,Completed,11
23-11-2023,ATM_10,Error,Routine Maintenance,4963.679333,Pending,15
24-11-2023,ATM_1,Error,Card Reader Error,,Failed,41
24-11-2023,ATM_2,Maintenance,Dispensing Error,,Pending,21
24-11-2023,ATM_2,Cash Replenishment,Successful Transaction,4582.920703,Pending,16
24-11-2023,ATM_2,Maintenance,Successful Transaction,,Pending,43
24-11-2023,ATM_2,Error,Successful Transaction,4385.169585,Completed,49
24-11-2023,ATM_3,Maintenance,Dispensing Error,,Pending,27
24-11-2023,ATM_3,Maintenance,Dispensing Error,1325.840289,Pending,18
24-11-2023,ATM_3,Error,Successful Transaction,4061.925306,Completed,45
24-11-2023,ATM_3,Maintenance,Routine Maintenance,,Completed,14
24-11-2023,ATM_4,Error,Routine Maintenance,,Pending,44
24-11-2023,ATM_4,Maintenance,Cash Loaded,,Failed,45
24-11-2023,ATM_4,Cash Replenishment,Routine Maintenance,,Completed,40
24-11-2023,ATM_5,Error,Successful Transaction,1851.593979,Completed,22
24-11-2023,ATM_5,Error,Card Reader Error,,Completed,55
24-11-2023,ATM_5,Transaction,Successful Transaction,,Pending,10
24-11-2023,ATM_6,Error,Card Reader Error,,Completed,44
24-11-2023,ATM_6,Cash Replenishment,Successful Transaction,1573.627194,Failed,37
24-11-2023,ATM_6,Transaction,Card Reader Error,2115.95862,Failed,58
24-11-2023,ATM_6,Maintenance,Routine Maintenance,4142.520679,Failed,33
24-11-2023,ATM_6,Cash Replenishment,Cash Loaded,4816.552324,Completed,50
24-11-2023,ATM_7,Transaction,Successful Transaction,,Pending,29
24-11-2023,ATM_7,Transaction,Successful Transaction,,Completed,53
24-11-2023,ATM_7,Maintenance,Card Reader Error,3945.699154,Pending,32
24-11-2023,ATM_7,Cash Replenishment,Cash Loaded,1699.172094,Completed,31
24-11-2023,ATM_7,Cash Replenishment,Successful Transaction,,Completed,33
24-11-2023,ATM_8,Error,Dispensing Error,,Pending,18
24-11-2023,ATM_8,Maintenance,Routine Maintenance,1732.450097,Completed,13
24-11-2023,ATM_8,Error,Card Reader Error,,Completed,37
24-11-2023,ATM_8,Maintenance,Dispensing Error,,Completed,10
24-11-2023,ATM_8,Transaction,Cash Loaded,,Failed,33
24-11-2023,ATM_9,Cash Replenishment,Successful Transaction,743.8160759,Pending,17
24-11-2023,ATM_9,Transaction,Card Reader Error,1183.881802,Pending,52
24-11-2023,ATM_9,Error,Routine Maintenance,3726.202419,Completed,22
24-11-2023,ATM_9,Transaction,Routine Maintenance,2508.867674,Completed,55
24-11-2023,ATM_10,Transaction,Successful Transaction,,Completed,34
24-11-2023,ATM_10,Cash Replenishment,Routine Maintenance,4750.817754,Completed,16
24-11-2023,ATM_10,Error,Successful Transaction,3575.548807,Failed,6
24-11-2023,ATM_10,Error,Dispensing Error,,Pending,40
25-11-2023,ATM_1,Error,Dispensing Error,,Completed,24
25-11-2023,ATM_1,Error,Successful Transaction,1669.911183,Completed,15
25-11-2023,ATM_2,Cash Replenishment,Cash Loaded,,Failed,29
25-11-2023,ATM_2,Error,Cash Loaded,,Pending,38
25-11-2023,ATM_2,Transaction,Successful Transaction,,Failed,7
25-11-2023,ATM_2,Error,Cash Loaded,1922.122998,Failed,42
25-11-2023,ATM_2,Cash Replenishment,Successful Transaction,,Pending,16
25-11-2023,ATM_3,Transaction,Card Reader Error,1010.448201,Failed,24
25-11-2023,ATM_4,Transaction,Routine Maintenance,,Failed,13
25-11-2023,ATM_5,Transaction,Card Reader Error,,Pending,7
25-11-2023,ATM_5,Cash Replenishment,Successful Transaction,,Failed,15
25-11-2023,ATM_6,Error,Card Reader Error,1883.186921,Pending,60
25-11-2023,ATM_6,Transaction,Routine Maintenance,2652.846271,Pending,48
25-11-2023,ATM_6,Cash Replenishment,Dispensing Error,,Pending,7
25-11-2023,ATM_7,Error,Dispensing Error,2578.365625,Failed,10
25-11-2023,ATM_7,Maintenance,Cash Loaded,,Failed,55
25-11-2023,ATM_8,Maintenance,Card Reader Error,,Completed,12
25-11-2023,ATM_8,Transaction,Dispensing Error,,Pending,35
25-11-2023,ATM_8,Transaction,Successful Transaction,4016.60904,Failed,33
25-11-2023,ATM_8,Cash Replenishment,Routine Maintenance,,Completed,46
25-11-2023,ATM_9,Maintenance,Successful Transaction,1017.89743,Failed,39
25-11-2023,ATM_9,Transaction,Card Reader Error,,Failed,47
25-11-2023,ATM_9,Cash Replenishment,Dispensing Error,,Completed,38
25-11-2023,ATM_9,Maintenance,Dispensing Error,,Pending,42
25-11-2023,ATM_9,Error,Card Reader Error,1315.600917,Completed,24
25-11-2023,ATM_10,Maintenance,Successful Transaction,,Completed,50
25-11-2023,ATM_10,Cash Replenishment,Cash Loaded,4744.449029,Completed,28
25-11-2023,ATM_10,Transaction,Cash Loaded,2756.008664,Pending,53
25-11-2023,ATM_10,Transaction,Successful Transaction,2770.704086,Pending,45
26-11-2023,ATM_1,Cash Replenishment,Routine Maintenance,3805.229111,Completed,8
26-11-2023,ATM_2,Maintenance,Successful Transaction,,Completed,6
26-11-2023,ATM_2,Error,Successful Transaction,518.9214769,Failed,22
26-11-2023,ATM_2,Transaction,Dispensing Error,149.3074171,Pending,46
26-11-2023,ATM_2,Transaction,Dispensing Error,4281.264257,Pending,41
26-11-2023,ATM_2,Transaction,Routine Maintenance,,Failed,46
26-11-2023,ATM_3,Cash Replenishment,Successful Transaction,,Failed,18
26-11-2023,ATM_3,Maintenance,Cash Loaded,4594.312419,Failed,24
26-11-2023,ATM_3,Transaction,Routine Maintenance,,Failed,57
26-11-2023,ATM_3,Maintenance,Cash Loaded,,Completed,33
26-11-2023,ATM_4,Error,Dispensing Error,,Pending,48
26-11-2023,ATM_4,Maintenance,Successful Transaction,,Failed,24
26-11-2023,ATM_4,Transaction,Successful Transaction,4060.297688,Pending,38
26-11-2023,ATM_4,Error,Cash Loaded,,Completed,43
26-11-2023,ATM_4,Error,Successful Transaction,,Pending,47
26-11-2023,ATM_5,Transaction,Cash Loaded,2978.637825,Pending,41
26-11-2023,ATM_5,Error,Successful Transaction,,Pending,6
26-11-2023,ATM_6,Maintenance,Card Reader Error,,Pending,9
26-11-2023,ATM_6,Cash Replenishment,Dispensing Error,,Failed,5
26-11-2023,ATM_6,Cash Replenishment,Card Reader Error,3634.722166,Completed,13
26-11-2023,ATM_6,Transaction,Cash Loaded,,Completed,18
26-11-2023,ATM_6,Transaction,Cash Loaded,4733.13017,Failed,56
26-11-2023,ATM_7,Error,Dispensing Error,,Pending,28
26-11-2023,ATM_8,Transaction,Card Reader Error,,Pending,22
26-11-2023,ATM_9,Transaction,Successful Transaction,1841.757843,Completed,41
26-11-2023,ATM_9,Error,Successful Transaction,4559.868503,Pending,15
26-11-2023,ATM_9,Transaction,Dispensing Error,4849.322872,Completed,50
26-11-2023,ATM_10,Transaction,Card Reader Error,4381.626029,Failed,49
26-11-2023,ATM_10,Cash Replenishment,Routine Maintenance,,Failed,33
26-11-2023,ATM_10,Transaction,Routine Maintenance,,Failed,8
26-11-2023,ATM_10,Error,Card Reader Error,2577.55241,Completed,56
26-11-2023,ATM_10,Transaction,Routine Maintenance,,Pending,45
27-11-2023,ATM_1,Cash Replenishment,Dispensing Error,746.5001901,Failed,32
27-11-2023,ATM_1,Error,Dispensing Error,,Pending,44
27-11-2023,ATM_1,Error,Cash Loaded,,Completed,30
27-11-2023,ATM_2,Transaction,Routine Maintenance,4662.95302,Completed,17
27-11-2023,ATM_3,Maintenance,Cash Loaded,,Completed,52
27-11-2023,ATM_3,Cash Replenishment,Successful Transaction,,Completed,32
27-11-2023,ATM_3,Error,Cash Loaded,,Failed,18
27-11-2023,ATM_4,Cash Replenishment,Routine Maintenance,,Pending,16
27-11-2023,ATM_4,Cash Replenishment,Dispensing Error,3149.717311,Failed,50
27-11-2023,ATM_4,Cash Replenishment,Card Reader Error,,Failed,35
27-11-2023,ATM_5,Error,Card Reader Error,4804.035645,Pending,37
27-11-2023,ATM_5,Cash Replenishment,Successful Transaction,1245.383844,Completed,15
27-11-2023,ATM_6,Cash Replenishment,Card Reader Error,4111.080979,Completed,17
27-11-2023,ATM_6,Error,Successful Transaction,,Pending,40
27-11-2023,ATM_6,Maintenance,Successful Transaction,,Pending,54
27-11-2023,ATM_7,Transaction,Dispensing Error,4492.852077,Pending,59
27-11-2023,ATM_7,Transaction,Card Reader Error,2306.84114,Pending,20
27-11-2023,ATM_8,Error,Successful Transaction,2949.28465,Pending,56
27-11-2023,ATM_8,Maintenance,Cash Loaded,1411.677187,Failed,46
27-11-2023,ATM_8,Transaction,Card Reader Error,,Completed,17
27-11-2023,ATM_9,Transaction,Routine Maintenance,3467.243508,Completed,28
27-11-2023,ATM_10,Error,Card Reader Error,3221.317545,Pending,14
28-11-2023,ATM_1,Cash Replenishment,Cash Loaded,,Pending,10
28-11-2023,ATM_1,Cash Replenishment,Routine Maintenance,4481.008093,Pending,59
28-11-2023,ATM_1,Maintenance,Card Reader Error,2651.118242,Failed,29
28-11-2023,ATM_2,Error,Routine Maintenance,3025.553559,Failed,50
28-11-2023,ATM_2,Error,Dispensing Error,637.7821429,Failed,52
28-11-2023,ATM_3,Error,Card Reader Error,1603.568994,Completed,31
28-11-2023,ATM_4,Transaction,Successful Transaction,,Pending,22
28-11-2023,ATM_4,Cash Replenishment,Dispensing Error,,Failed,24
28-11-2023,ATM_5,Error,Card Reader Error,,Pending,23
28-11-2023,ATM_5,Cash Replenishment,Dispensing Error,,Completed,38
28-11-2023,ATM_6,Maintenance,Routine Maintenance,,Completed,7
28-11-2023,ATM_6,Transaction,Card Reader Error,,Failed,15
28-11-2023,ATM_6,Transaction,Dispensing Error,3020.869157,Pending,18
28-11-2023,ATM_6,Transaction,Dispensing Error,2806.897827,Pending,8
28-11-2023,ATM_6,Maintenance,Successful Transaction,1282.799293,Failed,5
28-11-2023,ATM_7,Transaction,Routine Maintenance,1712.349186,Pending,43
28-11-2023,ATM_7,Error,Dispensing Error,,Pending,46
28-11-2023,ATM_7,Cash Replenishment,Routine Maintenance,1945.184193,Failed,24
28-11-2023,ATM_8,Transaction,Card Reader Error,174.6623066,Failed,55
28-11-2023,ATM_8,Error,Cash Loaded,298.7366359,Pending,29
28-11-2023,ATM_9,Transaction,Dispensing Error,,Failed,20
28-11-2023,ATM_10,Transaction,Successful Transaction,2577.318854,Completed,8
28-11-2023,ATM_10,Error,Routine Maintenance,1345.857309,Completed,15
28-11-2023,ATM_10,Error,Dispensing Error,,Failed,9
29-11-2023,ATM_1,Maintenance,Card Reader Error,684.5001933,Failed,27
29-11-2023,ATM_2,Cash Replenishment,Cash Loaded,4455.223489,Pending,15
29-11-2023,ATM_3,Cash Replenishment,Dispensing Error,2142.918219,Completed,14
29-11-2023,ATM_3,Cash Replenishment,Dispensing Error,4038.671294,Pending,43
29-11-2023,ATM_3,Cash Replenishment,Successful Transaction,3190.858543,Failed,45
29-11-2023,ATM_3,Maintenance,Cash Loaded,2907.295035,Pending,35
29-11-2023,ATM_4,Transaction,Successful Transaction,,Pending,56
29-11-2023,ATM_4,Error,Routine Maintenance,,Pending,11
29-11-2023,ATM_4,Error,Card Reader Error,,Failed,9
29-11-2023,ATM_4,Cash Replenishment,Routine Maintenance,2574.322806,Completed,52
29-11-2023,ATM_5,Cash Replenishment,Dispensing Error,,Pending,40
29-11-2023,ATM_5,Error,Successful Transaction,,Completed,14
29-11-2023,ATM_5,Maintenance,Routine Maintenance,3461.562123,Completed,34
29-11-2023,ATM_5,Error,Card Reader Error,3348.364053,Pending,8
29-11-2023,ATM_5,Error,Successful Transaction,,Failed,53
29-11-2023,ATM_6,Transaction,Card Reader Error,,Pending,34
29-11-2023,ATM_6,Error,Successful Transaction,,Completed,50
29-11-2023,ATM_6,Maintenance,Successful Transaction,3820.251735,Failed,12
29-11-2023,ATM_6,Transaction,Successful Transaction,2278.160392,Pending,10
29-11-2023,ATM_7,Transaction,Successful Transaction,651.5908474,Failed,28
29-11-2023,ATM_7,Cash Replenishment,Routine Maintenance,,Failed,6
29-11-2023,ATM_7,Error,Successful Transaction,,Failed,58
29-11-2023,ATM_7,Cash Replenishment,Card Reader Error,,Failed,16
29-11-2023,ATM_8,Maintenance,Card Reader Error,,Completed,51
29-11-2023,ATM_8,Cash Replenishment,Cash Loaded,1142.3618,Failed,52
29-11-2023,ATM_8,Error,Routine Maintenance,,Pending,18
29-11-2023,ATM_9,Transaction,Dispensing Error,,Pending,48
29-11-2023,ATM_9,Maintenance,Successful Transaction,,Pending,36
29-11-2023,ATM_9,Error,Routine Maintenance,,Completed,35
29-11-2023,ATM_9,Transaction,Cash Loaded,2183.447998,Failed,34
29-11-2023,ATM_9,Transaction,Successful Transaction,1633.340319,Completed,21
29-11-2023,ATM_10,Maintenance,Dispensing Error,,Completed,18
29-11-2023,ATM_10,Transaction,Card Reader Error,375.6568033,Completed,38
29-11-2023,ATM_10,Maintenance,Card Reader Error,,Failed,43
29-11-2023,ATM_10,Maintenance,Cash Loaded,,Failed,8
29-11-2023,ATM_10,Error,Dispensing Error,,Failed,44
